doi,title,abstract,source_display_name,cluster_id,confidence,secondary_cluster_id,secondary_confidence,reasoning,field_id,field_confidence,field_reasoning
10.1086/670272,How Important Is the New Goods Margin in International Trade?,"We propose a methodology for studying changes in bilateral commodity trade due to goods not exported previously or exported only in small quantities. Using a panel of 1,900 country pairs, we find that increased trade of these “least-traded goods” is an important factor in trade growth. This extensive margin accounts for 10 percent of the growth in trade for NAFTA country pairs, for example, and 26 percent in trade between the United States and Chile, China, and Korea. Looking at country pairs with no major trade policy change or structural change, however, we find little change in the extensive margin.",Journal of Political Economy,economics_business,0.99,NA,NA,"We need to classify based on journal title. Journal of Political Economy is a top economics journal. So primary cluster: ""Economics & Business"". The article is about international trade, methodology, trade margins. That's economics. Confidence high, maybe 0.99.

Is there any secondary? Could be also ""International Relations""? But not in list. Could be ""Political Science""? But it's economics. So secondary null.

Return JSON.",macroeconomics,0.96,"We need to classify the article. Title: ""How Important Is the New Goods Margin in International Trade?"" Abstract: methodology for studying changes in bilateral commodity trade due to goods not exported previously or only in small quantities. Using panel of country pairs, find increased trade of “least-traded goods” important factor in trade growth. This is about international trade, bilateral trade, extensive margin, trade growth. Unit of analysis: country pairs (countries). That's macro-level (countries). It's about trade growth, aggregate trade flows. So macroeconomics (international trade is macro). Journal is Journal of Political Economy, a general economics journal. So we classify as macroeconomics. Confidence high, maybe 0.95."
10.1086/670609,Interpersonal Relationships and Preferences for Mood-Congruency in Aesthetic Experiences,"Prior research examining how negative feelings influence aesthetic preferences (e.g., liking of different kinds of music, movies, or stories) has reported inconsistent findings. This article proposes a theoretical argument to explain when people are more likely to prefer mood-congruent to mood-incongruent aesthetic stimuli. It is suggested that mood-congruent aesthetic experiences, for example, listening to sad songs when feeling sad, (a) serve as a surrogate for the mood-sharing often observed in empathic relationships and hence (b) are preferred when emotional distress comes from failing interpersonal relationships (vs. noninterpersonal events). Consistent with this proposition, people's preferences for mood-congruent music strongly correlate with their preferences for an empathic friend (experiment 1). Further, mood-congruent preferences significantly increase when people experience interpersonal (vs. noninterpersonal) distress, independent of emotional intensity, emotion type (sadness and frustration/anger), and normative issues (experiments 1�""3). Further theoretical developments and future research are discussed.",Journal of Consumer Research,economics_business,0.92,psychology,0.58,"We need to classify based on journal title. Journal of Consumer Research is a top journal in marketing, consumer behavior, which falls under Economics & Business (marketing). According to clusters: ""Economics & Business"". The article is about interpersonal relationships and mood-congruent aesthetic experiences, preferences, consumer preferences for music. It's about consumer behavior, preferences, likely marketing/consumer research. So primary cluster: economics_business.

Check if any secondary? It also deals with interpersonal relationships, maybe psychology (social psychology). But the journal is consumer research, which is marketing, part of business. The article uses psychological theory but framed in consumer preferences. According to guidelines: ""Behavioural/Experimental Economics when framed with economic constructs (utility, incentives, markets, game theory)."" This article is about mood-congruent preferences, not explicitly economic constructs. However, consumer research is considered part of business/marketing, which is under Economics & Business cluster. Could also be psychology (social). But guidelines: ""General JDM (heuristics, biases) without economic framing → Psychology."" Here it's about preferences, but not necessarily economic framing. However, the journal is consumer research, which is typically placed in marketing, business. So primary: economics_business.

Secondary: psychology? The article is about interpersonal relationships, mood, preferences, which is social psychology. Could assign secondary psychology with lower confidence.

Confidence: primary high, maybe 0.9. Secondary moderate, 0.6.

Return JSON.",marketing,0.99,"We need to classify the article. Journal is Journal of Consumer Research, which is a marketing venue. According to instructions: Journal of Consumer Research → Marketing. Even though the article is about interpersonal relationships and mood-congruent aesthetic experiences, it's in a consumer research journal, so field is Marketing.

Return field_id ""marketing"". Confidence high, maybe 0.99.

"
10.1086/673256,"Conspicuous Consumption, Relationships, and Rivals: Women's Luxury Products as Signals to Other Women","Past research shows that luxury products can function to boost self-esteem, express identity, and signal status. We propose that luxury products also have important signaling functions in relationships. Whereas men use conspicuous luxury products to attract mates, women use such products to deter female rivals. Drawing on both evolutionary and cultural perspectives, five experiments investigated how women's luxury products function as a signaling system directed at other women who pose threats to their romantic relationships. Findings showed that activating a motive to guard one's mate triggered women to seek and display lavish possessions. Additional studies revealed that women use pricey possessions to signal that their romantic partner is especially devoted to them. In turn, flaunting designer handbags and shoes was effective at deterring other women from poaching a relationship partner. This research identifies a novel function of conspicuous consumption, revealing that luxury products and brands play important roles in relationships.",Journal of Consumer Research,economics_business,0.9,psychology,0.6,"We need to classify. Journal: Journal of Consumer Research. That's a marketing/consumer behavior journal, which falls under Economics & Business (consumer behavior). The article is about conspicuous consumption, signaling, relationships, evolutionary perspective. It's about consumer behavior, marketing, possibly psychology (social psychology) but the journal is consumer research, which is typically in Business/Marketing. According to clusters: ""Economics & Business"" includes marketing as a field, unless it's purely psychological theory. Here it's about consumer behavior, signaling, relationships, but framed in evolutionary and cultural perspectives, experiments. Could be considered psychology (social psychology) but the journal is consumer research, which is business. The cluster notes: ""Includes Marketing as a field (consumer behaviour goes here unless explicitly psychological theory)."" This article is about consumer behavior, but includes evolutionary and cultural perspectives, experiments, but not explicitly psychological theory? It is about signaling to other women, which is social psychology. However, the primary discipline is marketing/consumer research. So assign primary cluster: economics_business.

Confidence high, maybe 0.9.

Secondary? Could also be psychology (social psychology) because it deals with individual-level motives, signaling, relationships. But the instruction: only assign secondary if genuinely spans two disciplines. This article is about consumer behavior (marketing) and also about social psychology. Could be considered multidisciplinary. But the primary is business. Secondary could be psychology. Provide secondary confidence maybe 0.6.

Thus output JSON.",marketing,0.99,"We need to classify. Journal is Journal of Consumer Research, which is a marketing venue. So field = marketing. Confidence high."
10.1086/675910,Aligning Learning Incentives of Students and Teachers: Results from a Social Experiment in Mexican High Schools,"This paper evaluates the impact of three different performance incentive schemes using data from a social experiment that randomized 88 Mexican high schools with over 40,000 students into three treatment groups and a control group. Treatment 1 provides individual incentives for performance on curriculum-based mathematics tests to students only, treatment 2 to teachers only, and treatment 3 gives both individual and group incentives to students, teachers, and school administrators. Program impact estimates reveal the largest average effects for treatment 3, smaller impacts for treatment 1, and no impact for treatment 2.",Journal of Political Economy,economics_business,0.95,education,0.6,"We need to classify. Journal: Journal of Political Economy, which is an economics journal. Article about incentives for students and teachers, performance incentives, social experiment. Likely falls under Economics & Business, specifically behavioral/experimental economics. The framing is about incentives, performance, impact evaluation, likely economic perspective. So primary cluster: economics_business. Confidence high, maybe 0.95.

Is there secondary? Could also be education, but the article is about incentives in education, but the primary is economics. Could assign secondary education? The article is about high school incentives, but the main analysis is economic evaluation. The instruction: For multidisciplinary articles, assign secondary if genuinely spans two disciplines. This does span education and economics. But the journal is economics, and the framing is economic. Could assign secondary education with lower confidence. Let's do secondary_cluster_id: education, secondary_confidence 0.6.

Return JSON.",microeconomics,0.92,"We need to classify. The article is about a social experiment in Mexican high schools, evaluating incentive schemes for students and teachers. It's about education incentives, micro-level (students, teachers). Journal is Journal of Political Economy, a general economics journal. Use title and abstract. This is microeconomics: education, incentives, policy evaluation with micro data. Not finance, not macro. Not behavioural/experimental economics? It's an experiment, but it's about incentives, not necessarily behavioural theory. It's a field experiment in education. Could be considered behavioural/experimental economics? The criteria: behavioural/experimental economics is for venues that are behavioural or experimental economics journals, or incentivised experiment in general economics journal. This is an incentivised experiment, but the focus is on education incentives, not necessarily behavioural decision-making. The positive criteria: ""Incentivised experiment or behavioural model in a general economics journal"". So it could be classified as behavioural/experimental economics. However, the description says ""Economic decision-making studied with behavioural theory and usually experimental methods (lab, field or online experiments). Must have explicit economic framing: utility, incentives, markets, auctions, game theory, social preferences"". This paper does have incentives, but it's more about policy evaluation of incentive schemes, not necessarily behavioural theory. The field of education incentives is often microeconomics (public economics, education). The default for general econ journals: use title and abstract only. So we decide microeconomics. Confidence high, maybe 0.9."
10.1086/678484,This Number Just Feels Right: The Impact of Roundedness of Price Numbers on Product Evaluations,"This research proposes that because rounded numbers are more fluently processed, rounded prices (e.g., $200.00) encourage reliance on feelings. In contrast, because nonrounded numbers are disfluently processed, nonrounded prices (e.g., $198.76) encourage reliance on cognition. Thus, rounded (nonrounded) prices lead to a subjective experience of “feeling right” when the purchase decision is driven by feelings (cognition). Further, this sense of feeling right resulting from the fit between the roundedness of the price number and the nature of decision context can make positive reactions toward the target product more positive and negative reactions more negative, a phenomenon referred to as the rounded price effect in the current research. Results from five studies provide converging evidence for the rounded price effect. Findings from the current research further show that merely priming participants with rounded (nonrounded) numbers in an unrelated context could also lead to the rounded price effect. Finally, this research provides process support by showing that the rounded price effect is mediated by a sense of feeling right. This is the first research examining the differential impact of roundedness of prices on product purchase decisions, based on whether the purchase decision is driven by feelings versus cognition.",Journal of Consumer Research,economics_business,0.94,psychology,0.58,"We need to assign cluster. Journal: Journal of Consumer Research. This is a marketing/consumer behavior journal, which falls under Economics & Business (marketing). The article is about price rounding effects, consumer decision making, feelings vs cognition. It's marketing psychology but framed in consumer research, likely in the field of marketing, which is part of Economics & Business. The article uses psychological constructs but the framing is about consumer behavior, marketing, price perception. According to guidelines: ""Marketing as a field (consumer behavior) goes here unless explicitly psychological theory."" The article is about price rounding effect, feelings, cognition, but it's consumer research. Likely cluster: economics_business.

Check if any other cluster: Psychology? The article uses psychological processes (feeling right) but it's within consumer research, which is marketing. According to guidelines: ""Marketing as a field (consumer behavior) goes here unless explicitly psychological theory."" It's not purely psychological theory; it's about price perception in marketing. So primary cluster: economics_business.

Confidence high, maybe 0.95.

Secondary? Could also be psychology because it deals with feelings vs cognition, but primary is economics_business. Might assign secondary psychology with lower confidence 0.4. But guidelines: only assign secondary if genuinely spans two disciplines. This article is interdisciplinary between marketing (business) and psychology. However, the primary is business. Could include secondary psychology. But guidelines: ""If the article genuinely spans two disciplines, also assign a secondary cluster."" This does seem to span both. So we can assign secondary psychology with confidence maybe 0.6.

Return JSON.",marketing,0.99,"We need to classify the article. Journal is Journal of Consumer Research, which is a marketing venue. According to instructions: ""Journal of Consumer Research → Marketing"". So field is marketing. Confidence high, maybe 0.99.

Return JSON with field_id ""marketing""."
10.1086/679118,Squeezed: Coping with Constraint through Efficiency and Prioritization,"When consumers perceive that a resource is limited and may be insufficient to accomplish goals, they recruit and enact plans to cope with the shortage. We distinguish two common strategies: efficiency planning yields savings by stretching the resource, whereas priority planning does so by sacrificing less important goals. Using a variety of methods to explore both financial and time planning, we investigate how the two types of planning differ, how they vary with constraint, and how they interrelate. Relative to efficiency planning, priority planning is perceived as yielding larger one-time savings, but it feels more costly because it requires trade-offs within-resource (e.g., money for money) as opposed to cross-resource (e.g., time for money). As constraint increases and greater resource savings are required, prioritization becomes more likely. However, the shift to prioritization is often insufficient, and consumers tend to react to insufficient prioritization dysfunctionally, making a bad situation worse. Budgeting helps consumers behave more adaptively. Budgeters respond to constraint with more priority planning than nonbudgeters, and they report fewer dysfunctional behaviors, like overspending and impulsive shopping.",Journal of Consumer Research,economics_business,0.85,psychology,0.4,"We need to classify this article. Journal: Journal of Consumer Research. That's a consumer behavior, marketing, economics/psychology? Consumer research is often in marketing, consumer behavior, which can be under Economics & Business (marketing) if framed with economic constructs, but also psychology if focusing on cognitive processes. The abstract mentions ""consumers perceive resource limited"", ""efficiency planning"", ""priority planning"", ""budgeting"", ""impulsive shopping"". It seems about consumer behavior, decision making, coping strategies. The journal is multidisciplinary but primarily in marketing/consumer behavior, which is often placed in ""Economics & Business"". However, the article seems to involve psychological processes (perception, coping, planning). The framing includes ""budgeting helps consumers behave more adaptively"", ""budgeters respond to constraint"". It mentions ""consumer perception"", ""strategies"". The cluster ""Economics & Business"" includes marketing as a field unless explicitly psychological theory. Here it's about consumer coping strategies, maybe more psychological. But the journal is consumer research, which is often in business schools. The article uses terms like ""budgeting"", ""financial and time planning"", ""impulsive shopping"". It could be considered ""Economics & Business"" (marketing). The abstract does not mention utility, incentives, markets explicitly, but it's about consumer behavior, which is often studied in marketing, which belongs to Economics & Business per guidelines (Marketing as a field unless psychological theory). So primary cluster: economics_business.

Confidence moderate-high, maybe 0.85.

Is there a secondary cluster? Could also be psychology (consumer behavior as psychological). But guidelines: ""Marketing as a field (consumer behavior) goes to Economics & Business unless explicitly psychological theory."" This is about coping strategies, planning, perception, which could be psychological. However, the journal is consumer research, which is often placed in business. I'd assign primary Economics & Business, secondary Psychology maybe low confidence.

Thus output: cluster_id ""economics_business"", confidence 0.85, secondary_cluster_id ""psychology"", secondary_confidence 0.4.

Check cluster id: ""economics_business"" is the id? In list: ""economics_business"". Yes.

Return JSON.",marketing,0.99,"We need to classify the article. Journal is Journal of Consumer Research, which is a marketing venue. According to instructions: ""Journal of Consumer Research → Marketing"". So field is marketing. Confidence high, maybe 0.99."
10.1086/691462,Brain Drain: The Mere Presence of One’s Own Smartphone Reduces Available Cognitive Capacity,"Our smartphones enable�""and encourage�""constant connection to information, entertainment, and each other. They put the world at our fingertips, and rarely leave our sides. Although these devices have immense potential to improve welfare, their persistent presence may come at a cognitive cost. In this research, we test the “brain drain” hypothesis that the mere presence of one’s own smartphone may occupy limited-capacity cognitive resources, thereby leaving fewer resources available for other tasks and undercutting cognitive performance. Results from two experiments indicate that even when people are successful at maintaining sustained attention�""as when avoiding the temptation to check their phones�""the mere presence of these devices reduces available cognitive capacity. Moreover, these cognitive costs are highest for those highest in smartphone dependence. We conclude by discussing the practical implications of this smartphone-induced brain drain for consumer decision-making and consumer welfare.",Journal of the Association for Consumer Research,economics_business,0.85,psychology,0.6,"We need to classify. Journal: Journal of the Association for Consumer Research. That's a consumer research journal, likely in marketing/economics business. Consumer research often falls under Economics & Business, especially marketing. The article is about cognitive effects of smartphone presence, linking to consumer decision-making and welfare. It is psychological (cognitive capacity) but framed in consumer decision-making, consumer welfare. The journal is consumer research, which is part of marketing, which is under Economics & Business unless it's purely psychological. The article uses cognitive psychology experiments, but the primary contribution is to consumer decision-making, consumer welfare. According to cluster definitions: ""Economics & Business"" includes marketing as a field (consumer behaviour goes here unless explicitly psychological theory). Here it's about smartphone presence affecting cognition, but they discuss consumer decision-making. The primary cluster likely Economics & Business. Could also be Psychology, but the journal is consumer research, and they discuss consumer decision-making. The note: ""Marketing as a field (consumer behaviour goes here unless explicitly psychological theory)."" Since they are testing cognitive capacity, but the focus is on consumer decision-making. I'd assign primary: economics_business. Secondary maybe psychology. Confidence high for primary 0.85, secondary 0.6.",marketing,0.98,"We need to classify. Journal: Journal of the Association for Consumer Research. That's a consumer research journal, which falls under Marketing. The article is about smartphone presence reducing cognitive capacity, implications for consumer decision-making and welfare. It's about consumer behavior, decision-making, but it's in a consumer research journal, so field is Marketing. Not behavioural/experimental economics because it's not in a behavioural econ venue; it's consumer research. So field_id = ""marketing"". Confidence high, maybe 0.98."
10.1086/691703,"Avoiding the Ask: A Field Experiment on Altruism, Empathy, and Charitable Giving","If people enjoy giving, then why do they avoid fund-raisers? Partnering with the Salvation Army at Christmastime, we conducted a randomized field experiment placing bell ringers at one or both main entrances to a supermarket, making it easy or difficult to avoid the ask. Additionally, bell ringers either were silent or said “please give.” Making avoidance difficult increased both the rate of giving and donations. Paradoxically, the verbal ask dramatically increased giving but also led to dramatic avoidance. We argue that this illustrates sophisticated awareness of the empathy-altruism link: people avoid empathic stimulation to regulate their giving and guilt.",Journal of Political Economy,economics_business,0.95,psychology,0.45,"We need to classify based on journal title. Journal of Political Economy is a top economics journal. So primary cluster: Economics & Business. The article is about altruism, empathy, charitable giving, field experiment. Could also be psychology (social psychology) but since journal is economics, we assign economics. The article uses field experiment, but framing is about altruism, empathy, charitable giving. It could be behavioral economics. The notes: ""Behavioural/Experimental Economics when framed with economic constructs (utility, incentives, markets, game theory)."" Here it's about charitable giving, altruism, empathy. It is framed as field experiment on giving, likely economic perspective. So primary: economics_business.

Confidence high, maybe 0.95.

Secondary? Could be psychology (social psychology) because deals with empathy, altruism. But the journal is economics, and the article likely uses economic framing. Might still be multidisciplinary. Could assign secondary psychology with lower confidence 0.4. But guidelines: only assign secondary if genuinely spans two disciplines. This does span economics and psychology. So we can assign secondary psychology.

Thus output JSON.",behavioural_experimental_economics,0.96,"We need to classify the article. Title: ""Avoiding the Ask: A Field Experiment on Altruism, Empathy, and Charitable Giving"". Abstract: field experiment, altruism, empathy, charitable giving. Journal: Journal of Political Economy (JPE) is a top general economics journal. According to instructions: For general economics journals, use title and abstract only. Determine subfield: This is about charitable giving, altruism, empathy, field experiment. This is about individual behavior, donation decisions, possibly behavioural/experimental economics. The article is an incentivized field experiment about charitable giving, which is a behavioural decision-making study. The field is behavioural/experimental economics. The journal is not a behavioural-specific venue, but the article is an experiment with economic framing (charitable giving). According to guidelines: ""Behavioural/Experimental Economics: only for behavioural or experimental economics venues, or for incentivised experiments and behavioural models in general economics journals."" So we should classify as behavioural_experimental_economics.

Thus field_id = ""behavioural_experimental_economics"". Confidence high, maybe 0.95.

Return JSON."
10.1086/693869,Do Job Networks Disadvantage Women? Evidence from a Recruitment Experiment in Malawi,"We use a field experiment to show that referral-based hiring has the potential to disadvantage qualified women, highlighting another potential channel behind gender disparities in the labor market. Through a recruitment drive for a firm in Malawi, we look at men’s and women’s referral choices under different incentives and constraints. We find that men systematically refer few women, despite being able to refer qualified women when explicitly asked for female candidates. Performance pay also did not alter men’s tendencies to refer men. In addition, women did not refer enough high-quality women to offset men’s behavior.",Journal of Labor Economics,economics_business,0.96,sociology_social_sciences,0.55,"We need to classify. Journal: Journal of Labor Economics. That's clearly economics. Article about gender disparities, referral hiring, field experiment. It's economics (labor economics). Could also be sociology? But primary is economics. Use cluster id ""economics_business"". Confidence high, maybe 0.95. Secondary? Could be sociology (gender disparities, social networks). But primary is economics. Might assign secondary sociology with lower confidence 0.6. But guidelines: only assign secondary if genuinely spans two disciplines. This is labor economics with gender aspects; could be considered sociology of labor markets. But primary economics. Might include sociology as secondary. Provide secondary_cluster_id ""sociology_social_sciences"". Confidence maybe 0.5. Provide null if not needed. I think include secondary. Let's output JSON.",microeconomics,0.99,"We need to classify. The article is about job networks, gender disparities, labor market, using field experiment in Malawi. Journal of Labor Economics is a subfield-specific journal: labor economics, which falls under microeconomics (labour, public economics). So field_id = ""microeconomics"". Confidence high, maybe 0.99.

Return JSON."
10.1086/698750,Demographics and Entrepreneurship,"Entrepreneurship requires energy and creativity as well as business acumen. Some factors that contribute to entrepreneurship decline with age, but business skills increase with experience in high-level positions. Having too many older workers in society slows entrepreneurship. When older workers occupy key positions, they block younger workers from acquiring skills. A theory is formulated and tested using the Global Entrepreneurship Monitor data. A one standard deviation decrease in a country’s median age increases new business formation by 2.5 percentage points, which is about 40 percent of the mean rate. Furthermore, older societies have lower rates of entrepreneurship at every age.",Journal of Political Economy,economics_business,0.95,sociology_social_sciences,0.6,"We need to classify. Journal: Journal of Political Economy – that's an economics journal. Article about demographics and entrepreneurship, using GEM data, linking age demographics to entrepreneurship rates. This is economics/business, possibly also demography (sociology) but primary is economics. The article frames entrepreneurship in economic terms, uses economic data, likely fits Economics & Business cluster. So primary cluster: ""economics_business"". Confidence high, maybe 0.95. Secondary? Could be sociology (demographics, social structure). But article is about entrepreneurship rates, economic theory. Might assign secondary sociology. But guidelines: only assign secondary if genuinely spans two disciplines. Here it's about demographics (social) and entrepreneurship (economic). Could be considered interdisciplinary between economics and sociology. But primary is economics. Secondary could be sociology. Provide confidence maybe 0.6. Let's output.

",macroeconomics,0.9,"We need to classify the article. Title: Demographics and Entrepreneurship. Abstract: about age, entrepreneurship rates, using Global Entrepreneurship Monitor data (country-level? Actually data is at country level but also age groups). They test theory: a one SD decrease in a country's median age increases new business formation by 2.5 pp. That's about 40% of mean rate. So they are linking demographic structure (median age) to entrepreneurship rates. The unit of analysis appears to be country-level (median age of a country) and entrepreneurship rates at country level. That's macro-level? However entrepreneurship is micro-level activity but they are analyzing at aggregate country level. According to guidelines: Macroeconomics includes aggregate economy, growth, business cycles, macro time series, panels of countries. This is cross-country regression linking median age to entrepreneurship rates. That seems macroeconomics. However could be considered microeconomics if focusing on individual-level entrepreneurship decisions? But they use country-level median age and overall entrepreneurship rates, which is aggregate. So macroeconomics.

Journal is Journal of Political Economy, a general economics journal. Use title and abstract. So classification: macroeconomics.

Confidence high, maybe 0.9.

Return JSON."
10.1093/cje/bet075,Does high public debt consistently stifle economic growth? A critique of Reinhart and Rogoff,"We replicate Reinhart and Rogoff (2010A and 2010B) and find that selective exclusion of available data, coding errors and inappropriate weighting of summary statistics lead to serious miscalculations that inaccurately represent the relationship between public debt and GDP growth among 20 advanced economies. Over 1946�""2009, countries with public debt/GDP ratios above 90% averaged 2.2% real annual GDP growth, not �'0.1% as published. The published results for (i) median GDP growth rates for the 1946�""2009 period and (ii) mean and median GDP growth figures over 1790�""2009 are all distorted by similar methodological errors, although the magnitudes of the distortions are somewhat smaller than with the mean figures for 1946�""2009. Contrary to Reinhart and Rogoff’s broader contentions, both mean and median GDP growth when public debt levels exceed 90% of GDP are not dramatically different from when the public debt/GDP ratios are lower. The relationship between public debt and GDP growth varies significantly by period and country. Our overall evidence refutes RR’s claim that public debt/GDP ratios above 90% consistently reduce a country’s GDP growth.",Cambridge Journal of Economics,economics_business,0.99,NA,NA,"We need to assign cluster based on journal title. Journal is ""Cambridge Journal of Economics"". That's clearly economics. So primary cluster: ""economics_business"". The article is about public debt and economic growth, critique of Reinhart and Rogoff. It's economics. No secondary needed. Confidence high, maybe 0.99.

Return JSON.",macroeconomics,0.98,"We need to classify the article. Title: ""Does high public debt consistently stifle economic growth? A critique of Reinhart and Rogoff"". Abstract: replication of macro study about public debt and GDP growth across advanced economies. Unit of analysis: countries (20 advanced economies). Topic: relationship between public debt and GDP growth, macro-level. Journal: Cambridge Journal of Economics (general economics). According to guidelines: For general economics journals, use title and abstract. This is macroeconomics: aggregate economy, growth, public debt, GDP growth. So field_id = ""macroeconomics"". Confidence high, maybe 0.98."
10.1093/jcr/ucaa006,Product Entitativity: How the Presence of Product Replicates Increases Perceived and Actual Product Efficacy,"Abstract Many studies document the benefits of presenting smaller quantities of products, particularly when differences in quantity relate to availability or popularity. However, we know less about the effects of quantity differences in contexts unrelated to scarcity, such as when products are depicted in ads, special displays, or online retailing settings. The present research builds on extant literature by investigating a previously unexplored question: How do product perceptions differ depending on whether consumers view a single unit in isolation, versus as one unit among identical product replicates? Five experiments demonstrate that presenting multiple product replicates as a group (vs. presenting a single item) increases product efficacy perceptions because it leads consumers to perceive products as more homogeneous and unified around a shared goal. That is, consumers perceive greater product entitativity when viewing a group of product replicates. As a result, the perceived and actual ability of products to deliver that function (i.e., product efficacy) increases.",Journal of Consumer Research,economics_business,0.96,NA,NA,"We need to classify this article. Journal: Journal of Consumer Research. That's a consumer behavior, marketing, business field. The article is about product entitativity, consumer perception, marketing. According to clusters: ""Economics & Business"" includes marketing as a field unless explicitly psychological theory. This article is about consumer perception, but framed in marketing context, not economic constructs like utility? It mentions perceived efficacy, but it's about consumer psychology. However the note: ""Includes Marketing as a field (consumer behaviour goes here unless explicitly psychological theory)."" The article is about consumer perception, but it's about marketing effect of product displays. Likely fits Economics & Business cluster.

Check if any other cluster: Psychology? The article deals with consumer perception, but it's in a marketing journal, and the focus is on product entitativity, a marketing concept. The note says marketing goes to Economics & Business unless explicitly psychological theory. It's not explicitly psychological theory, it's marketing research. So primary cluster: economics_business.

Confidence high, maybe 0.95.

Secondary? Could also be psychology (social psychology of perception). But per instruction, only assign secondary if genuinely spans two disciplines. This could be considered psychology of perception, but the journal is consumer research, and the article is marketing. I'd assign primary economics_business, secondary psychology maybe low confidence 0.3? But guidelines: only assign secondary if genuinely spans two disciplines. This article is about consumer perception, which is psychological, but the framing is marketing. Might be considered interdisciplinary between marketing and psychology. However the instruction says ""Marketing as a field (consumer behaviour goes here unless explicitly psychological theory)."" So we treat it as business. No secondary needed.

Thus output JSON.",marketing,0.99,"We need to classify the article. Journal is Journal of Consumer Research, which is a marketing venue. So field should be Marketing. The abstract is about consumer perception, product entitativity, marketing. So field_id = ""marketing"". Confidence high, maybe 0.99."
10.1093/jcr/ucaa019,Goal Conflict Encourages Work and Discourages Leisure,"Abstract Leisure is desirable and beneficial, yet consumers frequently forgo leisure in favor of other activities�""namely, work. Why? We propose that goal conflict plays an important role. Seven experiments demonstrate that perceiving greater goal conflict shapes how consumers allocate time to work and leisure�""even when those activities are unrelated to the conflicting goals. This occurs because goal conflict increases reliance on salient justifications, influencing how much time people spend on subsequent, unrelated activities. Because work tends to be easier to justify and leisure harder to justify, goal conflict increases time spent on work and decreases time spent on leisure. Thus, despite the conflicting goals being independent of the specific work and leisure activities considered (i.e., despite goal conflict being “incidental”), perceiving greater goal conflict encourages work and discourages leisure. The findings further understanding of how consumers allocate time to work and leisure, incidental effects of goal conflict on decision-making, and the role of justification in consumer choice. They also have implications for the use of “time-saving” technologies and the marketing of leisure activities.",Journal of Consumer Research,economics_business,0.95,NA,NA,"We need to classify the article. Journal: Journal of Consumer Research. This is a consumer behavior journal, which is typically within marketing, which is part of Economics & Business (as per cluster). However note that consumer behavior can be psychology oriented. The article deals with goal conflict, justification, allocation of time to work vs leisure. It is about consumer choice, decision-making, justification. The framing is about consumers, marketing, consumer research. The cluster ""Economics & Business"" includes marketing as a field unless explicitly psychological theory. The article seems to be about consumer behavior, but uses psychological constructs (goal conflict, justification). However the note: ""Marketing as a field (consumer behavior) goes here unless explicitly psychological theory."" Here it's consumer research, which is marketing. So primary cluster: economics_business.

Check if any secondary cluster? Could also be psychology because it deals with goal conflict and justification, but the journal is consumer research, which is marketing. The article is about consumer choice, not pure psychological theory. So primary economics_business. Confidence high, maybe 0.95. Secondary null.

Return JSON.",marketing,0.99,"We need to classify the article. Journal is Journal of Consumer Research, which is a marketing venue. According to rules: Journal of Consumer Research → Marketing. Even though the abstract is about consumer behavior, time allocation, goal conflict, which could be behavioural economics, but since it's in a marketing journal, we keep the journal field: Marketing.

Thus field_id = ""marketing"". Confidence high, maybe 0.99.

Return JSON."
10.1093/jcr/ucv023,Spending on Daughters versus Sons in Economic Recessions,"Although parents often try not to favor one child, we examine whether specific environmental factors might bias parents to favor children of one sex over the other. This research draws on theory in evolutionary biology suggesting that investment in female versus male offspring depends on resource availability. Applying this to consumers, a series of experiments show that poor economic conditions favor resource allocations to daughters over sons. For example, poor conditions led people to bequeath more assets to girls in their will, and to choose girls to receive a US Treasury bond and a beneficial extracurricular activity. It is proposed that this happens because spending on children represents a reproductive investment, and that boys’ and girls’ relative reproductive value varies with economic conditions. Supporting this account, perceptions of which child will have more children statistically mediates the effect of economic conditions on preferences for girls. Consequently, the effect is strengthened as a child approaches reproductive age, and it is moderated by individual differences (risk aversion and monogamy) directly related to our theoretical model. This research contributes to the consumer behavior literature by revealing how, why, and when environmental factors influence spending on girls versus boys.",Journal of Consumer Research,economics_business,0.95,NA,NA,"We need to assign cluster. Journal: Journal of Consumer Research. That's a consumer behavior, marketing, business. Likely falls under Economics & Business. The article is about spending on daughters vs sons in economic recessions, using evolutionary biology theory but applied to consumer behavior. It's about consumer behavior, which is marketing, part of business. The cluster ""economics_business"" includes marketing as a field unless explicitly psychological theory. Here it's about consumer behavior, not psychological theory, but includes evolutionary biology. It's about spending decisions, resource allocation, economic conditions. So primary cluster: economics_business.

Check if any secondary cluster? Could also be psychology (if focusing on individual decision-making). But the framing is economic conditions, resource allocation, evolutionary theory, risk aversion, monogamy. It's more about consumer behavior, which is marketing within business. So primary economics_business. Secondary maybe psychology? But the article uses individual differences (risk aversion, monogamy) but still within consumer behavior. The guidelines: marketing goes to economics_business unless explicitly psychological theory. So no secondary.

Confidence high, maybe 0.95.

Return JSON.",marketing,0.98,"We need to classify. Journal is Journal of Consumer Research, which is a marketing venue. The article is about consumer behavior, spending on daughters vs sons, experiments. It's consumer behavior literature. According to rules: Marketing vs Business Administration: consumer research, branding, advertising → Marketing. So field_id = ""marketing"". Confidence high, maybe 0.98."
