doi,abstract,title,source_display_name,cluster_id,confidence,secondary_cluster_id,secondary_confidence,reasoning,psychology_field_id,psychology_field_confidence,psychology_secondary_field_id,psychology_secondary_field_confidence,psychology_field_reasoning,field_id,field_confidence,secondary_field_id,secondary_field_confidence,field_reasoning
10.1037/pspi0000109,"Humility is a foundational virtue that counters selfish inclinations such as entitlement, arrogance, and narcissism (Tangney, 2000). We hypothesize that experiences of awe promote greater humility. Guided by an appraisal-tendency framework of emotion, we propose that when individuals encounter an entity that is vast and challenges their worldview, they feel awe, which leads to self-diminishment and subsequently humility. In support of these claims, awe-prone individuals were rated as more humble by friends (Study 1) and reported greater humility across a 2-week period (Study 2), controlling for other positive emotions. Inducing awe led participants to present a more balanced view of their strengths and weaknesses to others (Study 3) and acknowledge, to a greater degree, the contribution of outside forces in their own personal accomplishments (Study 4), compared with neutral and positive control conditions. Finally, an awe-inducing expansive view elicited greater reported humility than a neutral view (Study 5). We also elucidated the process by which awe leads to humility. Feelings of awe mediated the relationship between appraisals (perceptions of vastness and a challenge to one's world view) and humility (Study 4), and self-diminishment mediated the relationship between awe and humility (Study 5). Taken together, these results reveal that awe offers one path to greater humility. (PsycINFO Database Record",Awe and humility.,Journal of Personality and Social Psychology,psychology,0.99,NA,NA,"We need to classify article. Journal: Journal of Personality and Social Psychology. That's a psychology journal. Article about awe and humility, emotion, self. So primary cluster: psychology. Confidence high, maybe 0.99. No secondary. Return JSON.",differential_personality_diagnostics,0.7,social_psychology,0.5,"We need to classify. Article about awe and humility, emotion, virtue, self-diminishment. Journal: Journal of Personality and Social Psychology. That's a top social psychology journal, but also personality. The article focuses on emotion (awe) leading to humility, a virtue, self-diminishment. Could be social psychology (attitudes, virtues, self-perception) or differential/personality (humility as trait). The journal is JPSP, which publishes both social and personality. The article seems about emotional experience influencing humility, a personality trait/virtue. The primary contribution seems to be about emotion and its effect on humility, which is a personality trait but also social behavior. The description: ""Humility is a foundational virtue that counters selfish inclinations such as entitlement, arrogance, and narcissism."" The study uses appraisal-tendency framework of emotion, measuring humility via self and friend ratings. This seems to be about individual differences and personality. The field ""Differential & Personality Psychology and Diagnostics"" includes personality traits, temperament, etc. The article is about humility as a trait, but also about social aspects (humility in social interactions). However, the primary focus is on the emotion (awe) leading to humility, which is a personality trait. I'd lean to ""differential_personality_diagnostics"". Confidence maybe 0.7. Secondary could be ""social_psychology"" because humility is also a social virtue, and the journal is social psychology. So secondary field id = social_psychology, secondary confidence maybe 0.5.

Check guidelines: If interdisciplinary, assign secondary. This article indeed spans personality and social. So primary: differential_personality_diagnostics. Secondary: social_psychology.

Return JSON.",differential_personality_diagnostics,0.7,social_psychology,0.5,"We need to classify. Article about awe and humility, emotion, virtue, self-diminishment. Journal: Journal of Personality and Social Psychology. That's a top social psychology journal, but also personality. The article focuses on emotion (awe) leading to humility, a virtue, self-diminishment. Could be social psychology (attitudes, virtues, self-perception) or differential/personality (humility as trait). The journal is JPSP, which publishes both social and personality. The article seems about emotional experience influencing humility, a personality trait/virtue. The primary contribution seems to be about emotion and its effect on humility, which is a personality trait but also social behavior. The description: ""Humility is a foundational virtue that counters selfish inclinations such as entitlement, arrogance, and narcissism."" The study uses appraisal-tendency framework of emotion, measuring humility via self and friend ratings. This seems to be about individual differences and personality. The field ""Differential & Personality Psychology and Diagnostics"" includes personality traits, temperament, etc. The article is about humility as a trait, but also about social aspects (humility in social interactions). However, the primary focus is on the emotion (awe) leading to humility, which is a personality trait. I'd lean to ""differential_personality_diagnostics"". Confidence maybe 0.7. Secondary could be ""social_psychology"" because humility is also a social virtue, and the journal is social psychology. So secondary field id = social_psychology, secondary confidence maybe 0.5.

Check guidelines: If interdisciplinary, assign secondary. This article indeed spans personality and social. So primary: differential_personality_diagnostics. Secondary: social_psychology.

Return JSON."
10.1037/0278-7393.34.3.546,"A variety of experimental evidence indicates that the memory representation for multiplication facts (e.g., 6 x 9 = 54) incorporates bidirectional links with a forward association from factors to product and a reverse association from product to factors. Surprisingly, the authors did not find evidence in Experiment 1 of facilitative transfer-of-practice from multiplication (6 x 9 = ?) to factoring (54 = ? x ?); in fact, multiplication practice produced item-specific interference with factoring. Similarly, the authors found no evidence in Experiment 2 that repetition of specific factoring problems (54 = ? x ?) facilitated performance of corresponding multiplication problems (6 x 9 = ?). In Experiment 3, participants practiced both multiplication and factoring and presented facilitative transfer in both directions. Thus, bidirectional facilitation occurred if both operations were practiced, but interference occurred when only one operation was practiced. We propose that this seemingly paradoxical behavior occurs because it is adaptive for the bidirectional retrieval structure to retain operational flexibility in the context of practicing both operations, whereas it is adaptive to specialize the memory representation for the practiced operation (i.e., factoring or multiplication) when only one operation is practiced.",Bidirectional associations in multiplication memory: Conditions of negative and positive transfer.,Journal of Experimental Psychology Learning Memory and Cognition,psychology,0.99,NA,NA,"We need to classify. Journal: Journal of Experimental Psychology: Learning, Memory, and Cognition. That's a psychology journal, specifically cognitive psychology. So cluster: psychology.

Confidence high, maybe 0.99.

No secondary.

Return JSON.",cognitive_psychology,0.97,NA,NA,"We need to classify. The article is about multiplication memory, bidirectional associations, transfer, factoring. This is about memory, learning, cognition. Journal is JEP: Learning, Memory, and Cognition, which is a cognitive psychology journal. So primary field: cognitive_psychology. Confidence high, maybe 0.97. No secondary.",cognitive_psychology,0.97,NA,NA,"We need to classify. The article is about multiplication memory, bidirectional associations, transfer, factoring. This is about memory, learning, cognition. Journal is JEP: Learning, Memory, and Cognition, which is a cognitive psychology journal. So primary field: cognitive_psychology. Confidence high, maybe 0.97. No secondary."
10.1016/j.jesp.2020.104019,"© 2020 Elsevier Inc.Economic inequality is one of the main issues of modern societies, and one of the ways to reduce it is through decreasing inequality tolerance and increasing support for economic redistribution. However, there are no consistent results in previous research about the relationship between perceived economic inequality, tolerance to inequality, and support for redistributive policies. In this paper, we argue that rather than measuring the effects of abstract perceived inequality (e.g., measured at the country level), it is important to consider Perceived Economic Inequality in Everyday Life (PEIEL) and close relationships. In one correlational study (N = 207) we found that a PEIEL scale predicts intolerance toward inequality controlling for the common measures of perceived inequality. Moreover, we developed a novel manipulation which was validated in a pilot study (N = 293), and in four experimental studies (N = 261; N = 373; N = 289, N = 289), we found that PEIEL decreases tolerance to inequality. Furthermore, we found a preliminary indirect effect of PEIEL on attitudes toward redistribution through intolerance to inequality. A mini meta-analysis using political ideology, social class, sex, and age as covariates, corroborated these results. All studies were preregistered. In short, these results highlight the importance of perceived inequality in everyday life as an additional tool when considering the psychosocial effects of economic inequality.",Perceiving economic inequality in everyday life decreases tolerance to inequality,Journal of Experimental Social Psychology,psychology,0.95,NA,NA,"We need to assign cluster based on journal title. Journal of Experimental Social Psychology is a psychology journal, specifically social psychology. So primary cluster: psychology.

But the article deals with economic inequality, tolerance, redistribution, political ideology. Could also be sociology or political science. However, it's published in a psychology journal, and the focus is on perceived inequality and its psychosocial effects, likely within social psychology. So primary cluster: psychology.

Is there a secondary cluster? Could be sociology or political science. The article examines attitudes toward redistribution, political ideology, social class. But the core contribution is psychological processes (perception, tolerance). So maybe secondary cluster: sociology_social_sciences? But guidelines: assign secondary if genuinely spans two disciplines. This article is about economic inequality (economics) but framed in psychological terms. The notes: Economics & Business includes behavioural/economic framing with utility, incentives, markets. This article is about tolerance to inequality, not economic decision-making per se. So likely not economics. Could be sociology, but again it's about individual perception. I'd keep only psychology.

Confidence high, maybe 0.95.

Return JSON.",social_psychology,0.96,NA,NA,"We need to classify. The article is about perceived economic inequality, tolerance, attitudes toward redistribution. Journal is Journal of Experimental Social Psychology, which is a social psychology journal. The content deals with attitudes, tolerance, social attitudes, political ideology, etc. This is clearly social psychology: attitudes, prejudice, social cognition. Not occupational. Not cognitive. So primary field: social_psychology.

Confidence high, maybe 0.95.

Is there any secondary? Could be political psychology, but not in list. Could be cognitive? No. So secondary null.

Return JSON.",social_psychology,0.96,NA,NA,"We need to classify. The article is about perceived economic inequality, tolerance, attitudes toward redistribution. Journal is Journal of Experimental Social Psychology, which is a social psychology journal. The content deals with attitudes, tolerance, social attitudes, political ideology, etc. This is clearly social psychology: attitudes, prejudice, social cognition. Not occupational. Not cognitive. So primary field: social_psychology.

Confidence high, maybe 0.95.

Is there any secondary? Could be political psychology, but not in list. Could be cognitive? No. So secondary null.

Return JSON."
10.1037/0022-3514.94.4.579,"The authors propose a global/local processing style model (GLOMO) for assimilation and contrast effects in social judgment. GLOMO is based on Schwarz and Bless' (1992, 2007) inclusion-exclusion model, which suggests that when information is included into a category, assimilation occurs, whereas when information is excluded from a category, contrast occurs. According to GLOMO, inclusion versus exclusion should be influenced by whether people process information globally or locally. In 5 experiments, using both disambiguation and social comparison, the authors induced local versus global processing through perceptual tasks and time perspective and showed that global processing produced assimilation, whereas local processing produced contrast. The experiments showed that processing styles elicited in one task can carry over to other tasks and influence social judgments. Furthermore, they found that hemisphere activation and accessibility of judgment-consistent knowledge partially mediated these effects. Implications for current and classic models of social judgment are discussed.",The effect of global versus local processing styles on assimilation versus contrast in social judgment.,Journal of Personality and Social Psychology,psychology,0.99,NA,NA,"We need to classify based on journal title. Journal of Personality and Social Psychology is a psychology journal, specifically social psychology. So primary cluster: psychology.

Check if any secondary? The article is about social judgment, processing styles, assimilation/contrast. It's psychology. No secondary needed.

Confidence high, maybe 0.99.

Return JSON.",social_psychology,0.94,cognitive_psychology,0.68,"We need to classify. Article about global vs local processing styles affecting assimilation vs contrast in social judgment. Journal: Journal of Personality and Social Psychology (JPSP) is a social psychology journal. The content is about social judgment, assimilation, contrast, processing styles. This is social psychology. Could also be cognitive psychology because processing style is perceptual, but the focus is on social judgment, assimilation/contrast, which is social cognition. The primary field: social_psychology. Confidence high, maybe 0.95. Secondary? Could also be cognitive_psychology because global/local processing is a perceptual/cognitive style. But the core contribution is to social judgment models, so primary social. Secondary maybe cognitive. The instruction: assign secondary only if genuinely spans two subfields. This does span both social and cognitive. Might assign secondary cognitive with lower confidence. Let's do that.

Return JSON.",social_psychology,0.94,cognitive_psychology,0.68,"We need to classify. Article about global vs local processing styles affecting assimilation vs contrast in social judgment. Journal: Journal of Personality and Social Psychology (JPSP) is a social psychology journal. The content is about social judgment, assimilation, contrast, processing styles. This is social psychology. Could also be cognitive psychology because processing style is perceptual, but the focus is on social judgment, assimilation/contrast, which is social cognition. The primary field: social_psychology. Confidence high, maybe 0.95. Secondary? Could also be cognitive_psychology because global/local processing is a perceptual/cognitive style. But the core contribution is to social judgment models, so primary social. Secondary maybe cognitive. The instruction: assign secondary only if genuinely spans two subfields. This does span both social and cognitive. Might assign secondary cognitive with lower confidence. Let's do that.

Return JSON."
10.1016/j.cognition.2015.01.013,"© 2015 Elsevier B.V.When agents violate norms, they are typically judged to be more of a cause of resulting outcomes. In this paper, we suggest that norm violations also affect the causality attributed to other agents, a phenomenon we refer to as ""causal superseding."" We propose and test a counterfactual reasoning model of this phenomenon in four experiments. Experiments 1 and 2 provide an initial demonstration of the causal superseding effect and distinguish it from previously studied effects. Experiment 3 shows that this causal superseding effect is dependent on a particular event structure, following a prediction of our counterfactual model. Experiment 4 demonstrates that causal superseding can occur with violations of non-moral norms. We propose a model of the superseding effect based on the idea of counterfactual sufficiency.",Causal superseding,Cognition,psychology,0.98,NA,NA,"We need to classify article. Journal title ""Cognition"". That is a psychology journal (cognitive psychology). So cluster is psychology. The article is about causal reasoning, norm violations, counterfactual reasoning. That's psychology (social cognition). So primary cluster: ""psychology"". Confidence high, maybe 0.98. No secondary. Return JSON.

",cognitive_psychology,0.95,NA,NA,"We need to classify. Article about causal judgments, norm violations, counterfactual reasoning. Journal ""Cognition"" is a cognitive psychology journal. The content is about causal attribution, counterfactual reasoning, moral norms. This is about reasoning, causality, judgments. Likely cognitive psychology (causal reasoning). Not social because it's about norm violations but the focus is on causal attribution, counterfactual reasoning model. So primary field: cognitive_psychology.

Confidence high, maybe 0.95.

Secondary? Could be social psychology because norms and moral judgments are social, but the core is causal reasoning. The instruction: if genuinely spans two subfields assign secondary. Here it's about causal reasoning (cognitive) with moral norm context (social). But the main contribution is a counterfactual reasoning model of causal attribution. I'd keep secondary null.

Return JSON.",cognitive_psychology,0.95,NA,NA,"We need to classify. Article about causal judgments, norm violations, counterfactual reasoning. Journal ""Cognition"" is a cognitive psychology journal. The content is about causal attribution, counterfactual reasoning, moral norms. This is about reasoning, causality, judgments. Likely cognitive psychology (causal reasoning). Not social because it's about norm violations but the focus is on causal attribution, counterfactual reasoning model. So primary field: cognitive_psychology.

Confidence high, maybe 0.95.

Secondary? Could be social psychology because norms and moral judgments are social, but the core is causal reasoning. The instruction: if genuinely spans two subfields assign secondary. Here it's about causal reasoning (cognitive) with moral norm context (social). But the main contribution is a counterfactual reasoning model of causal attribution. I'd keep secondary null.

Return JSON."
10.1111/j.1467-9280.2008.02041.x,"When deciding between two alternatives, such as whether toorder the pasta or the chicken, or whether to pursue a career inacademia or industry, a person may feel torn�""as if the optionsliterally pull him or her in two directions. This metaphor mayhavesomesurprisingliteraltruth.Ifasked,forexample,whether‘‘murder is sometimes justiﬁed,’’ individuals may be inclined toboth agree and disagree with the statement. Here, we document,for the ﬁrst time, the pull toward contrasting responses duringevaluative thinking, reporting the results of a study examiningthe trajectory of participants’ reaching movements toward dif-ferent response options.Our results suggest that a decision process is not necessarilycompleted inthe brain’scognitivesubsystems before itissharedwith other subsystems, as has been traditionally assumed.Rather,simultaneous‘‘pull’’frommultipleresponsealternativesseemstoinﬂuencetheexecutionofmovementitself.Thisﬁndingsuggests that a dynamic approach to mental processing�""anapproach that has already provided descriptions of perception,attention,andcategorization (e.g.,AbramsBGoldSGratton,Coles,Sirevaag,Eriksen,D Hovland & Sears, 1938; McClelland & Rogers, 2003;Spivey, 2007; Tipper, Howard, & Houghton, 1999)�""may shednew light on high-level cognition (Roe, Busemeyer, & Town-send, 2001; Townsend & Busemeyer, 1989).",Action Dynamics Reveal Parallel Competition in Decision Making,Psychological Science,psychology,0.98,NA,NA,"We need to classify article. Journal is Psychological Science, which is a psychology journal. So primary cluster: psychology. The article is about decision making, action dynamics, parallel competition, movement trajectories. That's cognitive psychology / decision making. So cluster_id = ""psychology"". Confidence high, maybe 0.98. No secondary needed. Return JSON.",cognitive_psychology,0.92,NA,NA,"We need to classify. Article about decision making, action dynamics, parallel competition, mental processing, high-level cognition. Journal Psychological Science is general but often publishes cognitive psychology, social, etc. Content focuses on decision making, evaluation, action dynamics, cognitive processes. This is about decision making, mental processing, perception, attention, categorization. Likely Cognitive Psychology (decision making, heuristics, biases). Not social because not about attitudes or group. Not methods. So primary field: cognitive_psychology. Confidence maybe 0.9. No secondary. Return JSON.",cognitive_psychology,0.92,NA,NA,"We need to classify. Article about decision making, action dynamics, parallel competition, mental processing, high-level cognition. Journal Psychological Science is general but often publishes cognitive psychology, social, etc. Content focuses on decision making, evaluation, action dynamics, cognitive processes. This is about decision making, mental processing, perception, attention, categorization. Likely Cognitive Psychology (decision making, heuristics, biases). Not social because not about attitudes or group. Not methods. So primary field: cognitive_psychology. Confidence maybe 0.9. No secondary. Return JSON."
10.1111/1467-8284.00419,"There has been a long-standing dispute in the philosophical literature about the conditions under which a behavior counts as 'intentional.' Much of the debate turns on questions about the use of certain words and phrases in ordinary language. The present paper investigates these questions empirically, using experimental techniques to investigate people's use of the relevant words and phrases. g",Intentional action and side effects in ordinary language,Analysis,philosophy,0.96,NA,NA,"We need to classify. Journal ""Analysis"" is a philosophy journal (British philosophical journal). So primary cluster is philosophy. The article is about intentional action, side effects, ordinary language, uses experimental techniques (empirical). But still philosophy. Could also be psychology? But it's about ordinary language usage, experimental philosophy. That belongs to philosophy cluster. Confidence high, maybe 0.95. No secondary.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1037/a0019689,"In many nonhuman species of vertebrates, females are attracted to red on male conspecifics. Red is also a signal of male status in many nonhuman vertebrate species, and females show a mating preference for high-status males. These red-attraction and red-status links have been found even when red is displayed on males artificially. In the present research, we document parallels between human and nonhuman females' response to male red. Specifically, in a series of 7 experiments we demonstrate that women perceive men to be more attractive and sexually desirable when seen on a red background and in red clothing, and we additionally show that status perceptions are responsible for this red effect. The influence of red appears to be specific to women's romantic attraction to men: Red did not influence men's perceptions of other men, nor did it influence women's perceptions of men's overall likability, agreeableness, or extraversion. Participants showed no awareness that the research focused on the influence of color. These findings indicate that color not only has aesthetic value but can carry meaning and impact psychological functioning in subtle, important, and provocative ways.","Red, rank, and romance in women viewing men.",Journal of Experimental Psychology General,psychology,0.98,NA,NA,"We need to classify. Journal: Journal of Experimental Psychology: General. That's a psychology journal. Article about color effects on romantic attraction, status perception. So primary cluster: psychology. Confidence high, maybe 0.98. No secondary needed.",social_psychology,0.92,cognitive_psychology,0.58,"We need to classify. Article about color (red) influencing women's romantic attraction to men. This is about perception, attraction, sexual desire, status perception. Likely falls under social psychology (attitudes, attraction, romantic attraction, gender). Could also be cognitive (perception of color). But focus is on romantic attraction, status, social perception. Social psychology includes romantic attraction, interpersonal attraction. So primary field: social_psychology.

Journal is Journal of Experimental Psychology General, a general journal, so we rely on title/abstract.

Thus field_id = ""social_psychology"". Confidence maybe 0.9.

Any secondary? Could be cognitive psychology (perception of color). But core contribution is about romantic attraction and status, social. So secondary maybe cognitive_psychology but not necessary. The instruction: assign secondary only if genuinely spans two subfields. It does involve perception (cognitive) but main is social. Might assign secondary cognitive with lower confidence. But is it ""genuinely spans""? The study of color effect on attraction involves perception and social evaluation. Could be considered both. But we need to decide. Probably primary social, secondary cognitive.

Thus secondary_field_id = ""cognitive_psychology"", secondary_confidence maybe 0.6.

Return JSON.",social_psychology,0.92,cognitive_psychology,0.58,"We need to classify. Article about color (red) influencing women's romantic attraction to men. This is about perception, attraction, sexual desire, status perception. Likely falls under social psychology (attitudes, attraction, romantic attraction, gender). Could also be cognitive (perception of color). But focus is on romantic attraction, status, social perception. Social psychology includes romantic attraction, interpersonal attraction. So primary field: social_psychology.

Journal is Journal of Experimental Psychology General, a general journal, so we rely on title/abstract.

Thus field_id = ""social_psychology"". Confidence maybe 0.9.

Any secondary? Could be cognitive psychology (perception of color). But core contribution is about romantic attraction and status, social. So secondary maybe cognitive_psychology but not necessary. The instruction: assign secondary only if genuinely spans two subfields. It does involve perception (cognitive) but main is social. Might assign secondary cognitive with lower confidence. But is it ""genuinely spans""? The study of color effect on attraction involves perception and social evaluation. Could be considered both. But we need to decide. Probably primary social, secondary cognitive.

Thus secondary_field_id = ""cognitive_psychology"", secondary_confidence maybe 0.6.

Return JSON."
10.1037/0022-3514.94.4.560,"In five studies, the authors examined the effects on cognitive performance of coherence and incoherence between conceptual and experiential sources of affective information. The studies crossed the priming of happy and sad concepts with affective experiences. In different experiments, these included approach or avoidance actions, happy or sad feelings, and happy or sad expressive behaviors. In all studies, coherence between affective concepts and affective experiences led to better recall of a story than did affective incoherence. The authors suggest that the experience of such experiential affective cues serves as evidence of the appropriateness of affective concepts that come to mind. The results suggest that affective coherence has epistemic benefits and that incoherence is costly in terms of cognitive performance.",Affective incoherence: When affective concepts and embodied reactions clash.,Journal of Personality and Social Psychology,psychology,0.99,NA,NA,"We need to classify. Journal: Journal of Personality and Social Psychology. That's a psychology journal, specifically social psychology. So primary cluster: psychology.

Check if any multidisciplinary? The article is about affective concepts, embodied reactions, cognitive performance. It's psychology. So cluster_id = ""psychology"". Confidence high, maybe 0.99.

No secondary.

Return JSON.",social_psychology,0.85,cognitive_psychology,0.4,"We need to classify. Journal is Journal of Personality and Social Psychology, which is a social psychology journal (though also personality). The article deals with affective concepts, embodied reactions, cognitive performance, coherence/incoherence. This is about affect, cognition, embodiment. Could be social psychology (affect, social cognition) or differential/personality? The journal includes both social and personality. The article seems about affective concepts and embodied reactions, not about personality traits per se. It's about how affective coherence influences cognitive performance. That seems more about social cognition/affect, which is social psychology. Also could be cognitive psychology (affect and cognition). But the journal is JPSP, which is social psychology. The article is about affective concepts and embodied reactions, which is about affect and cognition, but the focus is on how affective coherence influences recall, which is cognitive performance. However, the theoretical framing is about affective concepts and experiences, which is social cognition. I'd classify as social_psychology.

Check criteria: Social Psychology includes affect, attitudes, social cognition. Yes.

Thus primary field: social_psychology. Confidence maybe 0.85.

Secondary? Could also be cognitive_psychology because it's about cognitive performance and memory. But core contribution is about affective coherence, which is social. Might assign secondary cognitive_psychology with lower confidence 0.4? The instruction: assign secondary only if genuinely spans two subfields. This does span affect and cognition. Could be considered both social and cognitive. Might assign secondary cognitive_psychology.

Thus output JSON.",social_psychology,0.85,cognitive_psychology,0.4,"We need to classify. Journal is Journal of Personality and Social Psychology, which is a social psychology journal (though also personality). The article deals with affective concepts, embodied reactions, cognitive performance, coherence/incoherence. This is about affect, cognition, embodiment. Could be social psychology (affect, social cognition) or differential/personality? The journal includes both social and personality. The article seems about affective concepts and embodied reactions, not about personality traits per se. It's about how affective coherence influences cognitive performance. That seems more about social cognition/affect, which is social psychology. Also could be cognitive psychology (affect and cognition). But the journal is JPSP, which is social psychology. The article is about affective concepts and embodied reactions, which is about affect and cognition, but the focus is on how affective coherence influences recall, which is cognitive performance. However, the theoretical framing is about affective concepts and experiences, which is social cognition. I'd classify as social_psychology.

Check criteria: Social Psychology includes affect, attitudes, social cognition. Yes.

Thus primary field: social_psychology. Confidence maybe 0.85.

Secondary? Could also be cognitive_psychology because it's about cognitive performance and memory. But core contribution is about affective coherence, which is social. Might assign secondary cognitive_psychology with lower confidence 0.4? The instruction: assign secondary only if genuinely spans two subfields. This does span affect and cognition. Could be considered both social and cognitive. Might assign secondary cognitive_psychology.

Thus output JSON."
10.1073/pnas.1616921114,"Research has shown that extrinsic incentives can crowd out intrinsic motivation in many contexts. Despite this, many nonprofits offer conditional thank-you gifts, such as mugs or tote bags, in exchange for donations. In collaboration with a nonprofit, this study implements a direct mail field experiment and demonstrates that thank-you gifts reduced donation rates in a fundraising campaign. Attention-based multiattribute choice models suggest that this is because prospective donors shift attention to the salient gift offer, causing them to underweight less salient intrinsic motives. Attention to the gift may also cause individuals to adopt a more cost-benefit mindset, further de-emphasizing intrinsic motives. Consistent with these hypotheses, crowding out was driven by those who donated higher amounts in the previous year (i.e., those who likely had higher intrinsic motivation). In a complementary online experiment, thank-you gifts also reduced donation rates but only when the gift was visually salient. This corroborates the mediating role of attention in crowding out. Taken together, the laboratory and field results demonstrate that this fundraising technique can be demotivating in some contexts and that this may occur through an attention-based mechanism.",Demotivating incentives and motivation crowding out in charitable giving,Proceedings of the National Academy of Sciences,economics_business,0.9,psychology,0.7,"We need to classify article. Journal is PNAS, multidisciplinary. Use title/abstract to decide core contribution. The article is about incentives, motivation crowding out, charitable giving. This is about behavioral economics, but framed in terms of motivation, extrinsic incentives, intrinsic motivation, attention mechanisms. It is a field experiment in fundraising, with psychological mechanisms. The cluster options: ""economics_business"" includes behavioural/experimental economics when framed with economic constructs (utility, incentives, markets, game theory). Here they talk about extrinsic incentives, crowding out, donation rates, field experiment. That's economic framing (incentives, donation behavior). Could also be psychology (motivation, attention). But the article is about charitable giving, incentives, crowding out, which is classic in behavioral economics. The abstract mentions ""attention-based multiattribute choice models"", ""cost-benefit mindset"". That is economic modeling. So primary cluster likely ""economics_business"". Secondary could be ""psychology"" because of motivation and attention mechanisms. But guidelines: If truly spans two disciplines, assign secondary. This article is interdisciplinary between economics and psychology. So primary economics, secondary psychology.

Confidence: high, maybe 0.9 for primary, 0.7 for secondary.

Return JSON.",social_psychology,0.78,cognitive_psychology,0.55,"We need to classify. Article about incentives, motivation crowding out in charitable giving. It's about motivation, extrinsic vs intrinsic, attention, choice models. Journal is PNAS, a general science journal. Subfield? Could be social psychology (attitudes, persuasion, prosocial behavior). Could be cognitive psychology (attention, decision making). Also could be behavioral economics but not in list. Social psychology includes prosocial behavior, altruism, donation. Cognitive includes attention mechanisms. The core contribution seems about motivation crowding out, attention-based mechanisms in charitable giving. This is about how extrinsic incentives affect intrinsic motivation, a classic self-determination theory, often in social psychology. Also includes attention-based multiattribute choice models, which is cognitive. But the primary focus is on motivation and donation behavior, which is social psychology (prosocial behavior). So primary field: social_psychology. Confidence maybe 0.75. Secondary maybe cognitive_psychology (attention). Provide secondary field id and confidence 0.6.",NA,NA,NA,NA,NA
10.1073/pnas.2120668119,"We document a link between the relational diversity of one's social portfolio-the richness and evenness of relationship types across one's social interactions-and well-being. Across four distinct samples, respondents from the United States who completed a preregistered survey (<i>n</i> = 578), respondents to the American Time Use Survey (<i>n</i> = 19,197), respondents to the World Health Organization's Study on Global Aging and Adult Health (<i>n</i> = 10,447), and users of a French mobile application (<i>n</i> = 21,644), specification curve analyses show that the positive relationship between social portfolio diversity and well-being is robust across different metrics of well-being, different categorizations of relationship types, and the inclusion of a wide range of covariates. Over and above people's total amount of social interaction and the diversity of activities they engage in, the relational diversity of their social portfolio is a unique predictor of well-being, both between individuals and within individuals over time.",Relational diversity in social portfolios predicts well-being,Proceedings of the National Academy of Sciences,psychology,0.86,sociology_social_sciences,0.38,"We need to classify. Journal is PNAS, multidisciplinary. Use title/abstract. This is about relational diversity in social portfolios predicting well-being. This is about social relationships, well-being, likely psychology (social psychology) or sociology. Focus on individual-level processes? It examines relational diversity across relationship types and its link to well-being. This is about individual well-being, but also social structure. The abstract mentions ""social portfolio"" diversity, ""well-being"". Likely falls under Psychology (social psychology). Could also be Sociology (social networks). The article uses large surveys, but the focus is on individual well-being outcomes. Social psychology is part of psychology. So primary cluster: psychology.

Check if any secondary: maybe sociology. But primary is psychology. Provide confidence maybe 0.85. Secondary maybe sociology with lower confidence 0.4.

Return JSON.",social_psychology,0.95,NA,NA,"We need to classify. Article about relational diversity in social portfolios predicts well-being. This is about social relationships, well-being, social network diversity. Likely Social Psychology (attitudes, social relationships, well-being). Could also be Developmental? No, it's about adult well-being. Not occupational. Not cognitive. Not methods. So primary field: social_psychology.

Confidence high, maybe 0.95.

Secondary? Could be differential/personality? It's about relational diversity, maybe personality? But core is social relationships and well-being, which is social psychology. No strong second subfield. So secondary null.

Return JSON.",social_psychology,0.95,NA,NA,"We need to classify. Article about relational diversity in social portfolios predicts well-being. This is about social relationships, well-being, social network diversity. Likely Social Psychology (attitudes, social relationships, well-being). Could also be Developmental? No, it's about adult well-being. Not occupational. Not cognitive. Not methods. So primary field: social_psychology.

Confidence high, maybe 0.95.

Secondary? Could be differential/personality? It's about relational diversity, maybe personality? But core is social relationships and well-being, which is social psychology. No strong second subfield. So secondary null.

Return JSON."
