doi,abstract,title,source_display_name,rationale_cluster,cluster_id,cluster_label,confidence_cluster,rationale_field,field_id,field_label,confidence_field
10.1037/0022-3514.95.2.420,"The authors present a model positing that when people are insecure about a relationship partner's acceptance, they often express emotional vulnerabilities to the partner, which causes them to believe the partner views them as highly vulnerable and insecure. In turn, this belief causes them to doubt the authenticity of the partner's expressions of positive regard, which may perpetuate the experience and expression of insecurity that initiated the process. Prototypes of interactions with interpersonally vulnerable individuals included partners' inauthentic expressions of regard (Study 1). Suggesting that these prototypes are applied to personal relationships when vulnerabilities are expressed, those who claimed to have expressed vulnerabilities doubted the partner's authenticity because they believed that they were viewed as vulnerable (Studies 2A, 2B, and 4). Authenticity doubts in turn predicted perceptions of rejection (Studies 3 and 4), which in turn predicted partner derogation and subsequent expressions of vulnerability (Study 4). An experimental manipulation of reflected appraisals of vulnerability increased doubts about the authenticity of a new acquaintance's expressions of emotion (Study 5). Relational insecurity may be perpetuated via the intrapersonal cognitive consequences of expressing it.","""Walking on eggshells"": How expressing relationship insecurities perpetuates them.",Journal of Personality and Social Psychology,"The article develops and tests a cognitive–interpersonal model of relationship insecurity using constructs like reflected appraisals, authenticity doubts, and perceptions of rejection, and it appears in a core psychology journal (Journal of Personality and Social Psychology). The focus is on individual-level psychological processes in close relationships, not on social structures or institutions, so it fits squarely within Psychology.",psychology,Psychology,1,"The article examines relationship insecurity, perceived acceptance, authenticity of partner regard, and resulting interpersonal dynamics, all core topics in social cognition and close relationships within social psychology. The journal (Journal of Personality and Social Psychology) also aligns with a social-psychological framing rather than clinical or personality diagnostics.",social_psychology,Social Psychology,0.97
10.1177/0956797619854706,"When crafting a message, communicators may turn to moral rhetoric as a means of influencing an audience’s opinion. In the present research, we tested whether the persuasiveness of explicitly moral counterattitudinal messages depends on how much people have already based their attitudes on moral considerations. A survey of the literature suggests several competing hypotheses that we tested across two studies. The results support a persuasive-matching pattern: A moral appeal was more persuasive than a nonmoral appeal to the extent that initial attitudes were based on moral concerns (i.e., attitudes were moralized), but the opposite was true when initial attitudes had less of a moral basis. Exploratory analyses also showed that these effects were mediated by valenced thoughts about the message and moderated by political orientation. These findings add new insight to literatures on both the effects of moral arguments and moralized attitudes.",Challenging Moral Attitudes With Moral Messages,Psychological Science,"The article investigates how moral versus nonmoral persuasive messages affect individuals’ attitudes, examining mediation by thoughts and moderation by political orientation, and is published in Psychological Science. The focus is on individual-level attitude structure and persuasion processes, which are core topics in social psychology.",psychology,Psychology,0.98,"The article examines how moral versus nonmoral persuasive messages influence people’s attitudes, focusing on attitude moralization, persuasion, and moderation by political orientation—core topics in attitudes and social influence research within social psychology.",social_psychology,Social Psychology,0.97
10.1037/0022-3514.94.4.696,"Six studies examined the role of young adults' parental attachment in terror management. Studies 1-3 revealed that activating thoughts of one's parent in response to mortality salience (MS) reduced death-thought accessibility and worldview defense and increased feelings of self-worth. Studies 4-5 demonstrated that MS led to greater ease of recalling positive maternal interactions and greater difficulty recalling negative interactions, and increased attraction to a stranger who was described as being similar to one's parent. If reliance on parents for terror management purposes reflects the operation of attachment mechanisms, then such effects should vary on the basis of an individual's attachment style. Study 6 demonstrated that, after MS, insecure individuals were more likely to rely on relationships with their parents, whereas secure individuals were more likely to rely on relationships with romantic partners.",Terror management and adults' attachment to their parents: The safe haven remains.,Journal of Personality and Social Psychology,"The article investigates individual-level psychological processes—terror management, attachment styles, mortality salience, and self-worth—using experimental studies within a core psychology journal. These are central topics in social and personality psychology, not sociology or political science.",psychology,Psychology,1,"The article investigates terror management processes, mortality salience, worldview defense, and attachment relationships (parents vs. romantic partners) in adults, all core topics in social cognition and social psychological theories of self, relationships, and attitudes. The journal is also a flagship social psychology outlet, reinforcing that the primary framing is social psychological rather than clinical or developmental.",social_psychology,Social Psychology,0.97
10.1037/a0012833,"General action and inaction goals can influence the amount of motor or cognitive output irrespective of the type of behavior in question, with the same stimuli producing trivial and important motor and cognitive manifestations normally viewed as parts of different systems. A series of experiments examined the effects of instilling general action and inaction goals using word primes, such as ""action"" and ""rest."" The first 5 experiments showed that the same stimuli influenced motor output, such as doodling on a piece of paper and eating, as well as cognitive output, such as recall and problem solving. The last 2 experiments supported the prediction that these diverse effects can result from the instigation of general action and inaction goals. Specifically, these last 2 studies confirmed that participants were motivated to achieve active or inactive states and that attaining them decreased the effects of the primes on behavior.",Increasing and decreasing motor and cognitive output: A model of general action and inaction goals.,Journal of Personality and Social Psychology,"The article investigates how primed general action versus inaction goals affect motor and cognitive behavior, using experimental methods and psychological constructs like goals and motivation, and it is published in a core psychology journal. This squarely situates the work in social/personality psychology.",psychology,Psychology,1,"The article investigates how primed general action vs. inaction goals influence behavior (motor and cognitive output) via motivational states, using social-cognitive priming paradigms. The focus is on goals, motivation, and behavior change in response to social-cognitive cues, which fits squarely within social psychology rather than purely cognitive processing. The journal (Journal of Personality and Social Psychology) further supports a social-psychological framing.",social_psychology,Social Psychology,0.96
10.1037/0278-7393.34.1.230,"Research on retrieval-induced forgetting has demonstrated that retrieving some information from memory can cause the forgetting of other information in memory. Here, the authors report research on the relearning of items that have been subjected to retrieval-induced forgetting. Participants studied a list of category- exemplar pairs, underwent a series of retrieval-practice and relearning trials, and, finally, were tested on the initially studied pairs. The final recall of non-relearned items exhibited a cumulative effect of retrieval-induced forgetting such that the size of the effect increased with each block of retrieval practice. Of most interest, and very surprising from a common-sense standpoint, items that were relearned benefited more from that relearning if they had previously been forgotten. The results offer insights into the nature and durability of retrieval-induced forgetting and provide additional evidence that forgetting is an enabler--rather than a disabler--of future learning.",Accelerated relearning after retrieval-induced forgetting: The benefit of being forgotten.,Journal of Experimental Psychology Learning Memory and Cognition,"The article investigates human memory processes (retrieval-induced forgetting, relearning, recall) using experimental methods and is published in a core psychology journal focused on learning, memory, and cognition, clearly situating it within cognitive psychology.",psychology,Psychology,1,"The article investigates retrieval-induced forgetting, relearning, and recall using experimental memory paradigms, focusing on mechanisms of forgetting and learning. This is squarely within basic research on human memory and learning processes, which is core to cognitive psychology.",cognitive_psychology,Cognitive Psychology,0.99
10.1177/0956797614563108,"Religiosity and participation in religious activities have been linked with decreased risky behavior. In the current research, we hypothesized that exposure to the concept of God can actually increase people’s willingness to engage in certain types of risks. Across seven studies, reminders of God increased risk taking in nonmoral domains. This effect was mediated by the perceived danger of a risky option and emerged more strongly among individuals who perceive God as a reliable source of safety and protection than among those who do not. Moreover, in an eighth study, when participants were first reminded of God and then took a risk that produced negative consequences (i.e., when divine protection failed to materialize), participants reported feeling more negatively toward God than did participants in the same situation who were not first reminded of God. This research contributes to an understanding of the divergent effects that distinct components of religion can exert on behavior.",Anticipating Divine Protection? Reminders of God Can Increase Nonmoral Risk Taking,Psychological Science,"The article uses experimental studies and psychological constructs (risk taking, perceived danger, feelings toward God) to examine how reminders of God affect individual behavior, published in Psychological Science. This is empirical psychology of religion, fitting squarely within Psychology rather than theology or religious studies.",psychology,Psychology,0.98,"The article examines how social-cognitive activation of a religious concept (God reminders) influences attitudes and behavior regarding risk, including mediating perceptions and emotional reactions toward God. This is fundamentally about social influence, attitudes, and social cognition in the context of religion, fitting squarely within social psychology rather than clinical, cognitive, or other subfields.",social_psychology,Social Psychology,0.93
10.1037/0022-3514.94.2.94.2.196,"Past research showed that considering a persuasive message in light of important rather than unimportant values creates attitudes that resist later attack. The traditional explanation is that the attitudes come to express the value or that a cognitive link between the value and attitude enhances resistance. However, the current research showed that another explanation is plausible. Similar to other sources of involvement, considering important rather than unimportant values increases processing of the message considered in light of those values. This occurs when the values are identified as normatively high or low in importance and when the perceived importance differs across participants for the same values. The increase in processing creates resistance to later attacks, and unlike past research, individual-level measures of initial amount of processing mediate value importance effects on later resistance to change. Important values motivate processing because they increase personal involvement with the issue, rather than creating attitudes that represent or express core values.",Opening the mind to close it: Considering a message in light of important values increases message processing and later resistance to change.,Journal of Personality and Social Psychology,"The article investigates how value importance affects message processing and resistance to persuasion, using constructs like involvement, attitude change, and cognitive processing, and it is published in a core psychology journal. The focus is on individual-level psychological mechanisms rather than social structures or economic behavior. Therefore it belongs to Psychology.",psychology,Psychology,1,"The article examines how value importance affects processing of persuasive messages and subsequent resistance to attitude change, focusing on involvement, message processing, and persuasion—core topics in social influence and attitude research within social psychology. The journal (Journal of Personality and Social Psychology) further supports a social-psychological framing rather than a purely cognitive one.",social_psychology,Social Psychology,0.93
10.1111/j.1467-9280.2008.02040.x,"People are often faced with threats to the legitimacy of their sociopolitical system. According to system-justification theory, when faced with such threats, people are motivated to restore their faith in the status quo by engaging in psychological processes that bolster its apparent legitimacy (Jost, Banaji, & Nosek, 2004). How might such processes of system justification manifest themselves in everyday interpersonal functioning? One way that system justification is revealed in social psychological functioning has been well-documented--through the endorsement and cognitive activation of stereotypes whose specific content justifies social inequality (e.g., Kay et al., 2007). Does the psychological link between benevolent stereotyping and system justification influence how women are treated and judged? We argue that it does, and specifically that when people experience a threat to the legitimacy of the social system, one factor that affects their attraction to a potential romantic partner is whether that partner embodies system-justifying stereotypes, such as those that align with benevolent sexist ideals. We hypothesized that male participants whose faith in the federal system was threatened would show greater romantic interest in women who embody benevolent sexist ideals than in women who do not embody these ideals. We also hypothesized that they would show greater interest in women who embody benevolent sexist ideals than would male participants whose faith in the system was not threatened. The findings are discussed.",Loving those who justify inequality: The effects of system threat on attraction to women who embody benevolent sexist ideals.,Psychological Science,"The article tests system justification theory and benevolent sexism effects on romantic attraction using social-psychological constructs and experimental methods, and it is published in Psychological Science. The core contribution is clearly within social psychology, focusing on individual-level psychological processes rather than broader social structures or institutions.",psychology,Psychology,1,"The article examines system justification, benevolent sexism, stereotypes, and romantic attraction as social-cognitive responses to system threat, all core topics in social psychology. The focus is on attitudes, stereotypes, and interpersonal attraction rather than clinical, cognitive, or other domains.",social_psychology,Social Psychology,0.97
10.1037/0022-3514.94.4.560,"In five studies, the authors examined the effects on cognitive performance of coherence and incoherence between conceptual and experiential sources of affective information. The studies crossed the priming of happy and sad concepts with affective experiences. In different experiments, these included approach or avoidance actions, happy or sad feelings, and happy or sad expressive behaviors. In all studies, coherence between affective concepts and affective experiences led to better recall of a story than did affective incoherence. The authors suggest that the experience of such experiential affective cues serves as evidence of the appropriateness of affective concepts that come to mind. The results suggest that affective coherence has epistemic benefits and that incoherence is costly in terms of cognitive performance.",Affective incoherence: When affective concepts and embodied reactions clash.,Journal of Personality and Social Psychology,"The article investigates how coherence between affective concepts and affective experiences influences cognitive performance, using priming, affective experiences, and recall tasks. This is core experimental social/personality psychology, published in a leading psychology journal, with no economic, sociological, or medical framing.",psychology,Psychology,1,"The article investigates how primed affective concepts interact with experiential affect (actions, feelings, expressions) to influence cognitive performance, focusing on affective coherence as an epistemic cue. This is framed in terms of social cognition and affect within a leading social psychology journal, aligning best with social psychological theories of affect, priming, and information processing rather than basic cognition alone.",social_psychology,Social Psychology,0.86
10.1037/0278-7393.34.1.237,"A robust finding in humans and animals is that intermixed exposure to 2 similar stimuli (AX/BX) results in better discriminability of those stimuli on test than does exposure to 2 equally similar stimuli in 2 separate blocks (CX_DX)--the intermixed-blocked effect. This intermixed-blocked effect may be an example of the superiority of spaced over massed practice; in the intermixed, but not the blocked exposure regime, each presentation of a given stimulus (e.g., AX) is separated from the next by the presentation of its partner (BX). Two experiments with human participants replicated the intermixed-blocked effect and showed that the effect was not due to the spacing of exposure trials. A mechanism for the intermixed-blocked effect is proposed, which combines theories from associative learning and memory.",The intermixed-blocked effect in human perceptual learning is not the consequence of trial spacing.,Journal of Experimental Psychology Learning Memory and Cognition,"The article reports laboratory experiments on human perceptual learning, trial spacing, and associative learning/memory mechanisms, published in a core psychology journal and using psychological learning and memory theory. This clearly places it in experimental cognitive psychology.",psychology,Psychology,1,"The article investigates mechanisms of human perceptual learning, trial structure, and discriminability, drawing on associative learning and memory theories, and is published in a core experimental cognition journal. Its focus is on basic learning and memory processes rather than social, clinical, or applied domains, placing it squarely in cognitive psychology.",cognitive_psychology,Cognitive Psychology,0.97
10.1037/0022-3514.94.3.396,"The authors investigated whether an implemental mind-set fosters stronger attitudes. Participants who made a decision about how to act (vs. those who held off) expressed a more extreme attitude toward an issue unrelated to the decision (Experiment 1). Participants who planned the implementation of a decision (vs. deliberated vs. control) exhibited less ambivalent (Experiment 2) and more accessible (Experiment 3) attitudes toward various objects unrelated to the decision. Moreover, an attitude reported by planning participants better predicted self-reported behavior 1 week later (Experiment 4). Finally, results suggest that the effect of an implemental mind-set on attitude strength toward unrelated objects is driven by a focus on information that supports an already-made decision (Experiment 5). Implications for attitudes, goals, and mind-sets are discussed.",The effects of an implemental mind-set on attitude strength.,Journal of Personality and Social Psychology,"The article examines how implemental mind-sets influence attitude strength, ambivalence, accessibility, and behavior prediction using experimental methods grounded in social and personality psychology. It is clearly a psychological study of individual cognitive and motivational processes, published in a core psychology journal.",psychology,Psychology,1,"The article examines how implemental vs. deliberative mind-sets influence attitude extremity, ambivalence, accessibility, and attitude–behavior consistency—core constructs in attitudes and social cognition. It is framed in terms of attitudes, goals, and mind-sets, and published in a leading social psychology journal, so the primary contribution is clearly within social psychology.",social_psychology,Social Psychology,0.97
10.1111/j.1467-9280.2008.02039.x,"If people use the value of a class of stimuli heuristically to infer the frequency of the stimuli, they will assess more valuable stimulus classes as being less frequent even when value is not diagnostic of frequency. To test this hypothesis, we manipulated the value of stimuli only after participants had encoded them; then, participants assessed the frequencies of the stimuli. A randomization procedure ensured that stimulus value could not be diagnostic of frequency. We did not reveal these frequencies. Participants then learned that they would receive for each previously seen picture from one of the two categories (either birds or flowers). To determine the endowed category, respondents flipped a coin. Next, we asked them to estimate the number of pictures in each category. As predicted, participants were more likely to underestimate the number of flower pictures relative to bird pictures when they expected payment for flower pictures than when they expected payment for bird pictures. In contrast, they were more likely to underestimate the number of bird pictures relative to flower pictures when they expected payment for bird pictures than when they expected payment for flower pictures. Our results implicate a judgment process at the stimulus-retrieval stage, rather than at the encoding stage, because the value difference between the stimulus categories was induced randomly only after the stimuli were presented.",The Value Heuristic in Judgments of Relative Frequency,Psychological Science,"The article investigates how people use a heuristic (value heuristic) in making frequency judgments, focusing on cognitive judgment processes and experimental manipulation of perceived value. This is core cognitive and judgment/decision-making psychology, published in a psychology journal.",psychology,Psychology,1,"The article investigates a specific heuristic in judgments of relative frequency, focusing on how value affects retrieval and frequency estimation—core topics in judgment and decision making and memory processes. This fits squarely within cognitive psychology rather than social or other subfields.",cognitive_psychology,Cognitive Psychology,0.97
10.1111/j.1467-9280.2008.02093.x,"Previous research has shown that dominant individuals frequently think in terms of dominance hierarchies, which typically invoke vertical metaphor (e.g., “upper” vs. “lower” class). Accordingly, we predicted that in spatial attention paradigms, such individuals would systematically favor the vertical dimension of space more than individuals low in dominance. This prediction was supported by two studies (total N = 96), which provided three tests involving two different spatial attention paradigms. In all cases, analyses controlling for speed of response to horizontal spatial probes revealed that more dominant individuals were faster than less dominant individuals to respond to probes along the vertical dimension of space. Such data support the metaphor-representation perspective, according to which people think in metaphoric terms, even in on-line processing tasks. These results have implications for understanding dominance and also indicate that conceptual metaphor is relevant to understanding the cognitive-processing basis of personality.",Personality Dominance and Preferential Use of the Vertical Dimension of Space,Psychological Science,"The article investigates how an individual personality trait (dominance) relates to spatial attention and metaphorical cognitive processing, using experimental paradigms typical of cognitive and personality psychology, and it is published in a psychology journal.",psychology,Psychology,1,"The article examines how a personality trait (dominance) relates to individual differences in spatial attention and metaphor-based cognitive processing. The core focus is on personality-linked individual differences rather than social interaction per se, placing it best in differential/personality psychology, even though it uses cognitive paradigms.",differential_personality_diagnostics,Differential & Personality Psychology and Diagnostics,0.86
10.1111/j.1467-9280.2008.02049.x,"Extremal edges (EEs) are projections of viewpoint-specific horizons of self-occlusion on smooth convex surfaces. An ecological analysis of viewpoint constraints suggests that an EE surface is likely to be closer to the observer than the non-EE surface on the other side of the edge. In two experiments, one using shading gradients and the other using texture gradients, we demonstrated that EEs operate as strong cues to relative depth perception and figure-ground organization. Image regions with an EE along the shared border were overwhelmingly perceived as closer than either flat or equally convex surfaces without an EE along that border. A further demonstration suggests that EEs are more powerful than classical figure-ground cues, including even the joint effects of small size, convexity, and surroundedness.",Extremal Edge,Psychological Science,"The article investigates visual depth perception and figure-ground organization using psychological experiments, published in Psychological Science and grounded in perceptual psychology theory and methods. This clearly places it within scientific psychology rather than neuroscience, medicine, or computer vision.",psychology,Psychology,1,"The article investigates how specific visual features (extremal edges, shading and texture gradients) serve as cues for relative depth perception and figure-ground organization, which are classic topics in visual perception within cognitive psychology.",cognitive_psychology,Cognitive Psychology,0.97
10.1177/0956797615572231,"People assume they should attend to the present; their future self can handle the future. This seemingly plausible rule of thumb can lead people astray, in part because some future events require current action. In order for the future to energize and motivate current action, it must feel imminent. To create this sense of imminence, we manipulated time metric—the units (e.g., days, years) in which time is considered. People interpret accessible time metrics in two ways: If preparation for the future is under way (Studies 1 and 2), people interpret metrics as implying when a future event will occur. If preparation is not under way (Studies 3–5), they interpret metrics as implying when preparation should start (e.g., planning to start saving 4 times sooner for a retirement in 10,950 days instead of 30 years). Time metrics mattered not because they changed how distal or important future events felt (Study 6), but because they changed how connected and congruent their current and future selves felt (Study 7).","When Does the Future Begin? Time Metrics Matter, Connecting Present and Future Selves",Psychological Science,"The article investigates how different time metrics affect motivation, perceived imminence, and the psychological connection between present and future selves, using experimental studies grounded in psychological constructs. This is squarely within cognitive and social psychology rather than economics or another field.",psychology,Psychology,1,"The article examines how people mentally represent time to future events, how this affects motivation and decisions (e.g., saving for retirement), and how time metrics influence perceived connectedness between present and future selves. These are core topics in cognitive psychology—judgment, decision making, temporal representation—rather than social interaction or clinical issues.",cognitive_psychology,Cognitive Psychology,0.9
10.1037/0278-7393.34.2.408,"Three experiments evaluated whether the magnitude of the list-method directed forgetting effect is strength dependent. Throughout these studies, items were strengthened via operations thought to increase context strength (spaced presentations) or manipulations thought to increment the item strength without affecting the context strength (processing time and processing depth). The assumptions regarding which operations enhance item and context strength were based on the ""one-shot"" hypothesis of context storage (K. J. Malmberg & R. M. Shiffrin, 2005). The results revealed greater directed forgetting of strong items compared with weak items, but only when strength was varied via spaced presentations (Experiment 3). Equivalent directed forgetting was observed for strong and weak items when strengthening operations increased item strength without affecting the context strength (Experiments 1 and 2). These results supported the context hypothesis of directed forgetting (L. Sahakyan & C. M. Kelley, 2002).","Intentional forgetting is easier after two ""shots"" than one.",Journal of Experimental Psychology Learning Memory and Cognition,"The article reports laboratory experiments on human memory, specifically directed forgetting and context/item strength manipulations, published in a core experimental psychology journal. The focus is on cognitive processes and theories of memory, which clearly places it in psychology.",psychology,Psychology,1,"The article investigates directed forgetting, memory strength, and context effects using experimental manipulations, clearly focusing on basic memory processes and learning mechanisms. This aligns with core topics in cognitive psychology, and the journal is a standard outlet for cognitive research on learning and memory.",cognitive_psychology,Cognitive Psychology,0.99
10.1177/0146167215580776,"Diagnostic negative information presents people with a motivational dilemma. Although negative feedback can provide useful information with which to guide future self-improvement efforts, it also presents short-term affective costs. We propose that construal level, jointly with the perceived changeability of the feedback domain, determines whether people choose to accept or dismiss such information. Whereas low-level construal promotes short-term self-protection motivation (promoting dismissal), high-level construal promotes long-term self-change motivation (promoting acceptance)—to the extent that change is perceived as possible. Four studies support this hypothesis and examine underlying cognitive and motivational mechanisms. The present work may provide an integrative theoretical framework for understanding when people will be open to and accept negative diagnostic information, and has important practical implications for promoting self-change efforts.",Using High-Level Construal and Perceptions of Changeability to Promote Self-Change Over Self-Protection Motives in Response to Negative Feedback,Personality and Social Psychology Bulletin,"The article investigates motivational and cognitive processes (construal level, self-protection vs self-change motives, responses to negative feedback) using psychological theory and experiments, published in a core psychology journal. This squarely places it in social/personality psychology.",psychology,Psychology,1,"The article examines how construal level and perceived changeability influence acceptance vs. dismissal of negative feedback, focusing on self-protection vs. self-change motives—core topics in social cognition and motivation within social psychology. The journal (Personality and Social Psychology Bulletin) also aligns with a social-psychological framing rather than purely cognitive or clinical.",social_psychology,Social Psychology,0.93
10.1073/pnas.2009030117,"We resolve a controversy over two competing hypotheses about why people object to randomized experiments: 1) People unsurprisingly object to experiments only when they object to a policy or treatment the experiment contains, or 2) people can paradoxically object to experiments even when they approve of implementing either condition for everyone. Using multiple measures of preference and test criteria in five preregistered within-subjects studies with 1,955 participants, we find that people often disapprove of experiments involving randomization despite approving of the policies or treatments to be tested.",Objecting to experiments even while approving of the policies or treatments they compare,Proceedings of the National Academy of Sciences,"The paper studies laypeople’s attitudes toward randomized experiments using preregistered behavioural studies with human participants, focusing on psychological mechanisms of objection to experimentation rather than on economic incentives, policy design, or statistical methodology. This is squarely an empirical social/experimental psychology question about judgments and attitudes toward experiments.",psychology,Psychology,0.86,"The article examines laypeople’s attitudes toward randomized experiments and policies, focusing on how people evaluate and object to experimentation itself. This is about social judgments, attitudes, and evaluation of institutional actions, which fits squarely within social psychology rather than methods (the work is not proposing new methodology, but studying people’s reactions to it).",social_psychology,Social Psychology,0.86
10.1037/0278-7393.34.3.439,"Three experiments with short-term recognition tasks are reported. In Experiments 1 and 2, participants decided whether a probe matched a list item specified by its spatial location. Items presented at study in a different location (intrusion probes) had to be rejected. Serial position curves of positive, new, and intrusion probes over the probed location's position were mostly parallel. Serial position curves of intrusion probes over their position of origin were again parallel to those of positive probes. Experiment 3 showed largely parallel serial position effects for positive probes and for intrusion probes plotted over positions in a relevant and an irrelevant list, respectively. The results support a dual-process theory in which recognition is based on familiarity and recollection, and recollection uses 2 retrieval routes, from context to item and from item to context.",How to say no: Single- and dual-process theories of short-term recognition tested on negative probes.,Journal of Experimental Psychology Learning Memory and Cognition,"The article reports experimental work on short-term recognition memory, testing single- vs dual-process theories (familiarity and recollection) using laboratory tasks. This is core cognitive psychology research. Therefore it belongs in the Psychology cluster.",psychology,Psychology,1,"The article reports laboratory experiments on short-term recognition memory, serial position effects, and tests single- vs dual-process theories (familiarity and recollection), which are core topics in cognitive psychology concerning memory processes and mechanisms.",cognitive_psychology,Cognitive Psychology,1
10.1037/0278-7393.34.3.460,"When expectations and stereotypes are activated at retrieval, they spontaneously create distorted and illusory recollections that are consistent with these expectations. Participants studied doctor (physician)-related and lawyer-related statements that were presented by 2 different people. When informed, on a subsequent source memory test, (i.e., of who presented what) that one of the study sources was actually a doctor and the other source was a lawyer, there was a strong tendency to attribute the test items in a stereotype-consistent manner. In 3 experiments, participants frequently reported recollecting specific details, such as via ""remember"" judgments, to justify their stereotype-consistent but incorrect responses. These experiments rule out explanations involving either the misattribution of strong familiarity or differences in the bias to making remember responses as accounts for the illusory source attributions. Instead, the illusory recollections are consistent with the notion that recollective experience is manufactured from both the information in the memory trace and information in the retrieval environment, such as an individual's expectations, stereotypes, and general knowledge.",Stereotypes and retrieval-provoked illusory source recollections.,Journal of Experimental Psychology Learning Memory and Cognition,"The article reports experimental work on memory, stereotypes, and recollective experience, published in a core psychology journal and grounded in cognitive/experimental psychological theory and methods.",psychology,Psychology,1,"The article examines how stereotypes and expectations influence source memory, focusing on retrieval processes, recollective experience, and memory distortions. The core contribution is to theories of memory and retrieval, not to social attitudes or prejudice per se, so it fits best within cognitive psychology.",cognitive_psychology,Cognitive Psychology,0.96
10.1037/0278-7393.34.1.219,"Many models of immediate memory predict the presence or absence of various effects, but none have been tested to see whether they predict an appropriate distribution of effect sizes. The authors show that the feature model (J. S. Nairne, 1990) produces appropriate distributions of effect sizes for both the phonological confusion effect and the word-length effect. The model produces the appropriate number of reversals, when participants are more accurate with similar items or long items, and also correctly predicts that participants performing less well overall demonstrate smaller and less reliable phonological similarity and word-length effects and are more likely to show reversals. These patterns appear within the model without the need to assume a change in encoding or rehearsal strategy or the deployment of a different storage buffer. The implications of these results and the wider applicability of the distributionmodeling approach are discussed.",Modeling distributions of immediate memory effects: No strategies needed?,Journal of Experimental Psychology Learning Memory and Cognition,"The article develops and tests a cognitive model of immediate memory effects (phonological confusion, word-length) using experimental psychology methods and theory, clearly situated in cognitive/experimental psychology of memory.",psychology,Psychology,1,"The article focuses on modeling immediate memory effects (phonological confusion, word-length) using a specific memory model, addressing distributions of effect sizes in experimental memory data. This is core research on human memory processes, fitting squarely within cognitive psychology.",cognitive_psychology,Cognitive Psychology,0.99
10.1111/j.1467-9280.2008.02044.x,"We contrasted visual search for targets presented in prototypical views and targets presented in non-prototypical views, when targets were defined by their names and when they were defined by the action that would normally be performed on them. The likelihood of the first fixation falling on the target was increased for prototypical-view targets falling in the lower visual field. When targets were defined by actions, the durations of fixations were reduced for targets in the lower field. The results are consistent with eye movements in search being affected by representations within the dorsal visual stream, where there is strong representation of the lower visual field. These representations are sensitive to the familiarity or the affordance offered by objects in prototypical views, and they are influenced by action-based templates for targets.",Sensitivity to Object Viewpoint and Action Instructions During Search for Targets in the Lower Visual Field,Psychological Science,"The article investigates visual search, eye movements, and dorsal stream representations—core topics in cognitive/experimental psychology—and is published in a psychology journal. The focus is on perceptual and attentional mechanisms rather than medical or neurological pathology, so it fits squarely within Psychology.",psychology,Psychology,0.97,"The article examines visual search, eye movements, object viewpoint, and dorsal stream representations—core topics in perception and attention research within cognitive psychology. The focus is on basic visual-cognitive mechanisms rather than social, clinical, or applied domains.",cognitive_psychology,Cognitive Psychology,0.97
10.1037/0278-7393.34.1.50,"Recent evidence suggests that the processes responsible for generating a phonological code from print are flexible in skilled readers. An important goal, therefore, is to identify the conditions that lead to changes in how a phonological code is computed. Five experiments are reported that examine whether phonological processes change as predicted by the pathway control hypothesis when reading aloud words and nonwords. Changes in reading processes were assessed by measuring the effect of predictable switches between stimulus categories across trials. The results of the present experiments are argued to be consistent with the pathway control hypothesis.",Contextual effects on reading aloud: Evidence for pathway control.,Journal of Experimental Psychology Learning Memory and Cognition,"The article investigates cognitive processes involved in reading aloud, specifically phonological coding from print and pathway control, using experimental methods typical of cognitive psychology. It is published in a core psychology journal and focuses on individual-level mental processes rather than social or educational systems.",psychology,Psychology,1,"The article investigates cognitive processes involved in reading aloud, specifically how phonological codes are generated from print and how these processes flexibly change under different contextual conditions, using experimental methods typical of cognitive psychology. The focus is on mechanisms of reading, phonological processing, and pathway control, not on social, clinical, or educational outcomes. Therefore it best fits within Cognitive Psychology.",cognitive_psychology,Cognitive Psychology,0.98
10.1177/0956797614547705,"Violations of spatiotemporal continuity disrupt performance in many tasks involving attention and working memory, but experiments on this topic have been limited to the study of moment-by-moment on-line perception, typically assessed by passive monitoring tasks. We tested whether persisting object representations also serve as underlying units of longer-term memory and active spatial navigation, using a novel paradigm inspired by the visual interfaces common to many smartphones. Participants used key presses to navigate through simple visual environments consisting of grids of icons (depicting real-world objects), only one of which was visible at a time through a static virtual window. Participants found target icons faster when navigation involved persistence cues (via sliding animations) than when persistence was disrupted (e.g., via temporally matched fading animations), with all transitions inspired by smartphone interfaces. Moreover, this difference occurred even after explicit memorization of the relevant information, which demonstrates that object persistence enhances spatial navigation in an automatic and irresistible fashion.",Object Persistence Enhances Spatial Navigation,Psychological Science,"The article investigates how object persistence cues affect attention, working memory, and spatial navigation using experimental paradigms typical of cognitive psychology, and it is published in Psychological Science, a psychology journal.",psychology,Psychology,1,"The article investigates how object persistence cues affect attention, working memory, and spatial navigation in a controlled experimental paradigm, focusing on underlying cognitive mechanisms of perception and memory rather than social, clinical, or developmental aspects. This aligns squarely with core topics in cognitive psychology such as perception, attention, and memory.",cognitive_psychology,Cognitive Psychology,0.97
